Rating,Seating Capacity,Average Meal Price,Chef Experience Years,Number of Reviews,Avg Review Length,Ambience Score,Service Quality Score,Weekend Reservations,Weekday Reservations,Revenue,Marketing&Followers,Location_Downtown,Location_Rural,Location_Suburban,Cuisine_American,Cuisine_French,Cuisine_Indian,Cuisine_Italian,Cuisine_Japanese,Cuisine_Mexican,Parking Availability_No,Parking Availability_Yes
-0.014202091925372425,-1.2767135182722196,1.819440912329154,0.534421459214541,-1.2193800473514256,-0.17841919884746285,-1.6391497971144124,0.5765658481194702,-0.8235903958068501,-1.261570648285177,-0.06404333179991527,-0.6174982259021778,False,True,False,False,False,False,False,True,False,False,True
-1.3900991134190976,0.9073892561123117,-1.3802164355554325,-0.37198714484465834,0.036037716596085914,-0.3612848918747696,-1.1343519658303334,-0.8153315491389899,0.9242930206689531,-1.1615860559932178,-0.6202846817725743,0.5055795527813357,True,False,False,False,False,False,False,False,True,False,True
1.1897078018816376,-0.7019496302762903,0.027437483788603865,1.4408300632737403,1.1904448558581655,-1.637930687747686,-0.08592570085570761,0.46057439834793196,-0.12443702921652881,-0.7616476868253813,-0.4289562639702829,-0.08659766112020499,False,True,False,False,False,False,True,False,False,True,False
0.6737464188214909,-1.5066190734705913,0.2548384638213866,0.534421459214541,-1.5909548453014075,0.4259159688975146,-0.357739917700981,-1.0473144486820667,-1.0233485005469418,-0.6116707983874425,-0.9405978757837811,-1.128591042131579,False,True,False,False,False,False,True,False,False,False,True
1.5336820572550693,1.5971059217074268,1.9589507160302477,-0.19070542403281848,-1.6053849345421836,0.929408494498799,1.195484178557724,-1.317961164815656,0.3749582326337007,-0.1617401330736264,3.122598305514899,0.22281545406639383,True,False,False,False,False,False,False,True,False,True,False
0.6737464188214909,1.0798184225110905,-0.8514742795282871,-0.9158323072801778,-0.4437627506597159,1.010844397580588,-1.3673355802691392,1.156523096977162,-0.12443702921652881,-0.3617093176575447,-0.044314744561409894,2.0360011560327322,True,False,False,False,False,True,False,False,False,False,True
1.5336820572550693,-0.6444732414766974,-0.8786786912500004,0.17185801759086122,-1.5043743098567515,0.43599697720529246,-1.5614885923014772,-0.08071903391924712,-0.8735299219918731,-0.061755540781667236,-0.9563352926879123,-0.26860919630540503,False,True,False,False,False,False,False,False,True,True,False
0.15778503576134265,0.04524342411841775,1.7964217947184735,0.7157031800263808,-0.5267357637941779,-0.5479733690347935,-1.4449967850820744,-0.35136575005283666,1.3238092301491369,-0.3117170215115651,1.3391401972162806,-0.07579830948958349,False,False,True,False,False,False,False,True,False,True,False
0.32977216344805926,-1.3341899070718124,1.8033972849035278,1.4408300632737403,-0.10465565350148003,-1.6545539670385019,0.6130251424607095,1.504497446291777,-0.12443702921652881,-0.26172472536558555,-0.07653191817587499,0.08466312765558535,False,True,False,False,False,False,False,True,False,False,True
1.7056691849417844,-1.6215718510697772,0.8303164040883985,1.4408300632737403,1.3852510606086414,1.377548774932778,0.3412109256154364,0.7312211144815215,-0.8735299219918731,-0.5116862060954834,-0.7597293063319145,-0.3877000632605956,False,True,False,False,True,False,False,False,False,True,False
0.5017592911347744,-0.7019496302762903,0.7919512080705979,1.0782666216500605,-0.010860073436436066,-0.24319358078227182,0.45770273283483925,0.6152296647099829,-0.6737718172517813,0.7881134936999855,0.0015109949008605338,-0.09598899938225743,False,True,False,False,True,False,False,False,False,True,False
-1.5620862411058134,-1.1617607406730337,-1.101196828153245,-1.0971140280920177,-0.37521982676602994,0.35452918063237276,-1.2120131706432686,-1.0859782652725793,-1.2730461314720567,-0.4616939099495038,-1.3490667452905933,-0.17458089078914063,False,True,False,False,False,True,False,False,False,True,False
0.6737464188214909,0.9648656449119045,-0.857752220694836,1.62211178408558,0.7864023571164376,-1.0574660647899505,0.030566106363695184,-1.0086506320915538,0.8244139682989072,0.4881597168241081,-0.04039773341271331,2.8610097588671364,True,False,False,False,False,False,False,False,True,False,True
1.3616949295683527,-1.0468079630738478,-0.16369094728189476,-0.9158323072801778,-0.37161230445583593,-1.2401220305290108,0.9236699617124507,-0.08071903391924712,-1.2730461314720567,0.4881597168241081,-0.8175170009786618,-0.6994407565221934,False,True,False,True,False,False,False,False,False,False,True
1.017720674194921,-0.0697093534807681,1.068878168417269,-1.4596774697156973,1.6774603677343554,-1.4315900375788417,0.6518557448671773,0.5379020315289575,-0.5738927648817354,-1.4115475367231158,0.6729350981153606,0.11798489569368657,False,False,True,False,True,False,False,False,False,True,False
0.32977216344805926,1.5396295329078338,-0.6722041817723816,1.2595483424619003,0.5915961523659617,1.040664212539478,-0.2412481104815779,-0.35136575005283666,0.42489775881872366,0.8880980859919447,0.39021761944495703,-0.43971101158164877,True,False,False,True,False,False,False,False,False,False,True
0.5017592911347744,0.04524342411841775,-0.013717908303218547,-1.0971140280920177,0.5843811077455737,0.5117833167720913,-1.4061661826756067,-1.51128024776822,0.025381549338540043,0.9380903821379243,-0.018708321956636482,-0.9425753623609546,False,False,True,False,False,False,True,False,False,False,True
1.7056691849417844,-0.24213851987954688,1.2537286583212186,-0.734550586468338,1.6161324884610573,0.4239234273114959,1.2731453833706594,0.6152296647099829,-0.2742556077715977,0.5881443091160673,0.6733506962144198,0.3851444451645284,False,False,True,False,True,False,False,False,False,False,True
-1.3900991134190976,-0.01223296468117517,0.5464139535566727,1.4408300632737403,-0.3680047821456419,1.459563526043111,0.06939670877016302,0.9632040140245981,1.0241720730389992,0.7881134936999855,0.4181005009254555,-0.5963195672389303,False,False,True,False,True,False,False,False,False,False,True
0.5017592911347744,-0.0697093534807681,-0.949828691137558,-0.734550586468338,0.057682850457249905,-1.18193462004301,1.3508065881835944,1.5431612628822897,-1.4728042362121485,0.6881289014080264,-0.7158513393697161,-0.7820933888966862,False,False,True,False,False,False,False,False,True,False,True
